bias,positive,negative,sentiment
1.0,2868.0,42.0,1.0
1.0,2931.0,160.0,1.0
1.0,3185.0,357.0,1.0
1.0,3263.0,166.0,1.0
1.0,2850.0,4.0,1.0
1.0,2947.0,133.0,1.0
1.0,2958.0,259.0,1.0
1.0,3205.0,541.0,1.0
1.0,2944.0,38.0,1.0
1.0,701.0,186.0,1.0
1.0,644.0,241.0,1.0
1.0,561.0,17.0,1.0
1.0,783.0,220.0,1.0
1.0,1245.0,122.0,1.0
1.0,972.0,516.0,1.0
1.0,561.0,17.0,1.0
1.0,3275.0,401.0,1.0
1.0,3309.0,315.0,1.0
1.0,109.0,3.0,1.0
1.0,880.0,284.0,1.0
1.0,922.0,207.0,1.0
1.0,708.0,111.0,1.0
1.0,4194.0,1018.0,1.0
1.0,1334.0,303.0,1.0
1.0,3354.0,96.0,1.0
1.0,3054.0,237.0,1.0
1.0,8567.0,23.0,1.0
1.0,3053.0,159.0,1.0
1.0,2847.0,2.0,1.0
1.0,3623.0,151.0,1.0
1.0,2917.0,28.0,1.0
1.0,2848.0,2.0,1.0
1.0,578.0,5.0,1.0
1.0,2857.0,2.0,1.0
1.0,2882.0,19.0,1.0
1.0,645.0,143.0,1.0
1.0,3426.0,294.0,1.0
1.0,584.0,75.0,1.0
1.0,4090.0,700.0,1.0
1.0,2848.0,2.0,1.0
1.0,6642.0,405.0,1.0
1.0,218.0,222.0,1.0
1.0,2946.0,113.0,1.0
1.0,3427.0,150.0,1.0
1.0,693.0,91.0,1.0
1.0,2930.0,46.0,1.0
1.0,472.0,293.0,1.0
1.0,3160.0,215.0,1.0
1.0,3155.0,289.0,1.0
1.0,1304.0,745.0,1.0
1.0,2967.0,402.0,1.0
1.0,2860.0,3.0,1.0
1.0,1108.0,645.0,1.0
1.0,2949.0,129.0,1.0
1.0,3429.0,516.0,1.0
1.0,908.0,118.0,1.0
1.0,4040.0,523.0,1.0
1.0,4603.0,697.0,1.0
1.0,2975.0,235.0,1.0
1.0,3086.0,128.0,1.0
1.0,1391.0,172.0,1.0
1.0,3380.0,210.0,1.0
1.0,2915.0,25.0,1.0
1.0,3326.0,227.0,1.0
1.0,880.0,187.0,1.0
1.0,2892.0,27.0,1.0
1.0,3354.0,195.0,1.0
1.0,323.0,288.0,1.0
1.0,5703.0,28.0,1.0
1.0,3400.0,105.0,1.0
1.0,2923.0,46.0,1.0
1.0,3004.0,192.0,1.0
1.0,1305.0,347.0,1.0
1.0,3200.0,271.0,1.0
1.0,3007.0,136.0,1.0
1.0,130.0,21.0,1.0
1.0,3056.0,89.0,1.0
1.0,261.0,160.0,1.0
1.0,3061.0,283.0,1.0
1.0,3401.0,131.0,1.0
1.0,558.0,91.0,1.0
1.0,1027.0,402.0,1.0
1.0,499.0,0.0,1.0
1.0,4090.0,700.0,1.0
1.0,2860.0,15.0,1.0
1.0,3464.0,578.0,1.0
1.0,3373.0,255.0,1.0
1.0,2860.0,19.0,1.0
1.0,3179.0,327.0,1.0
1.0,3219.0,295.0,1.0
1.0,2848.0,3.0,1.0
1.0,815.0,243.0,1.0
1.0,2987.0,235.0,1.0
1.0,3171.0,289.0,1.0
1.0,2869.0,18.0,1.0
1.0,5881.0,63.0,1.0
1.0,3251.0,155.0,1.0
1.0,3991.0,470.0,1.0
1.0,2979.0,51.0,1.0
1.0,3351.0,96.0,1.0
1.0,3235.0,276.0,1.0
1.0,710.0,313.0,1.0
1.0,2896.0,14.0,1.0
1.0,2957.0,138.0,1.0
1.0,1275.0,220.0,1.0
1.0,677.0,74.0,1.0
1.0,3224.0,338.0,1.0
1.0,3198.0,238.0,1.0
1.0,3359.0,98.0,1.0
1.0,3233.0,339.0,1.0
1.0,836.0,320.0,1.0
1.0,746.0,173.0,1.0
1.0,650.0,178.0,1.0
1.0,3412.0,727.0,1.0
1.0,2871.0,29.0,1.0
1.0,2885.0,14.0,1.0
1.0,3033.0,138.0,1.0
1.0,2874.0,24.0,1.0
1.0,3416.0,118.0,1.0
1.0,2992.0,71.0,1.0
1.0,802.0,106.0,1.0
1.0,272.0,428.0,1.0
1.0,518.0,2.0,1.0
1.0,3411.0,791.0,1.0
1.0,3476.0,672.0,1.0
1.0,2885.0,14.0,1.0
1.0,3533.0,371.0,1.0
1.0,3081.0,81.0,1.0
1.0,2927.0,120.0,1.0
1.0,3093.0,158.0,1.0
1.0,4603.0,697.0,1.0
1.0,688.0,682.0,1.0
1.0,3212.0,545.0,1.0
1.0,3021.0,207.0,1.0
1.0,3414.0,140.0,1.0
1.0,2916.0,25.0,1.0
1.0,545.0,13.0,1.0
1.0,2994.0,131.0,1.0
1.0,832.0,314.0,1.0
1.0,2947.0,72.0,1.0
1.0,2943.0,255.0,1.0
1.0,1423.0,880.0,1.0
1.0,6176.0,336.0,1.0
1.0,744.0,196.0,1.0
1.0,2885.0,14.0,1.0
1.0,521.0,19.0,1.0
1.0,3089.0,143.0,1.0
1.0,3322.0,298.0,1.0
1.0,531.0,22.0,1.0
1.0,3153.0,333.0,1.0
1.0,3212.0,470.0,1.0
1.0,4227.0,701.0,1.0
1.0,779.0,292.0,1.0
1.0,1021.0,97.0,1.0
1.0,3044.0,74.0,1.0
1.0,3037.0,166.0,1.0
1.0,2886.0,14.0,1.0
1.0,3021.0,143.0,1.0
1.0,566.0,17.0,1.0
1.0,3241.0,323.0,1.0
1.0,3310.0,382.0,1.0
1.0,899.0,334.0,1.0
1.0,2908.0,55.0,1.0
1.0,3177.0,374.0,1.0
1.0,587.0,93.0,1.0
1.0,2961.0,83.0,1.0
1.0,2926.0,48.0,1.0
1.0,3075.0,78.0,1.0
1.0,3209.0,323.0,1.0
1.0,4362.0,609.0,1.0
1.0,3231.0,389.0,1.0
1.0,720.0,231.0,1.0
1.0,3715.0,423.0,1.0
1.0,2975.0,174.0,1.0
1.0,195.0,117.0,1.0
1.0,3033.0,191.0,1.0
1.0,3582.0,297.0,1.0
1.0,52.0,10.0,1.0
1.0,924.0,157.0,1.0
1.0,880.0,128.0,1.0
1.0,110.0,6.0,1.0
1.0,3013.0,193.0,1.0
1.0,3321.0,545.0,1.0
1.0,3135.0,451.0,1.0
1.0,575.0,53.0,1.0
1.0,2993.0,111.0,1.0
1.0,884.0,475.0,1.0
1.0,3805.0,394.0,1.0
1.0,3493.0,481.0,1.0
1.0,499.0,0.0,1.0
1.0,743.0,254.0,1.0
1.0,4168.0,587.0,1.0
1.0,113.0,9.0,1.0
1.0,2848.0,2.0,1.0
1.0,3028.0,157.0,1.0
1.0,546.0,44.0,1.0
1.0,2887.0,107.0,1.0
1.0,1269.0,458.0,1.0
1.0,664.0,87.0,1.0
1.0,2937.0,122.0,1.0
1.0,1609.0,135.0,1.0
1.0,1143.0,309.0,1.0
1.0,4603.0,697.0,1.0
1.0,6109.0,269.0,1.0
1.0,2848.0,2.0,1.0
1.0,539.0,36.0,1.0
1.0,2967.0,60.0,1.0
1.0,3559.0,207.0,1.0
1.0,1.0,0.0,1.0
1.0,2889.0,29.0,1.0
1.0,3023.0,27.0,1.0
1.0,2982.0,63.0,1.0
1.0,3087.0,150.0,1.0
1.0,3482.0,640.0,1.0
1.0,3098.0,368.0,1.0
1.0,3726.0,451.0,1.0
1.0,3444.0,445.0,1.0
1.0,2856.0,4.0,1.0
1.0,2873.0,15.0,1.0
1.0,16.0,9.0,1.0
1.0,1698.0,1401.0,1.0
1.0,3049.0,172.0,1.0
1.0,531.0,56.0,1.0
1.0,617.0,550.0,1.0
1.0,1546.0,20.0,1.0
1.0,3709.0,277.0,1.0
1.0,3001.0,30.0,1.0
1.0,2963.0,84.0,1.0
1.0,675.0,188.0,1.0
1.0,3094.0,282.0,1.0
1.0,612.0,23.0,1.0
1.0,3130.0,311.0,1.0
1.0,2867.0,9.0,1.0
1.0,3370.0,416.0,1.0
1.0,802.0,236.0,1.0
1.0,3351.0,96.0,1.0
1.0,3361.0,206.0,1.0
1.0,2981.0,241.0,1.0
1.0,613.0,41.0,1.0
1.0,2868.0,7.0,1.0
1.0,3299.0,516.0,1.0
1.0,3236.0,345.0,1.0
1.0,3178.0,219.0,1.0
1.0,810.0,137.0,1.0
1.0,1154.0,102.0,1.0
1.0,3186.0,131.0,1.0
1.0,2848.0,2.0,1.0
1.0,2919.0,10.0,1.0
1.0,2870.0,11.0,1.0
1.0,145.0,28.0,1.0
1.0,2861.0,13.0,1.0
1.0,2854.0,4.0,1.0
1.0,499.0,0.0,1.0
1.0,3086.0,252.0,1.0
1.0,2887.0,36.0,1.0
1.0,633.0,100.0,1.0
1.0,3007.0,167.0,1.0
1.0,2849.0,5.0,1.0
1.0,2878.0,7.0,1.0
1.0,263.0,108.0,1.0
1.0,3444.0,445.0,1.0
1.0,2965.0,70.0,1.0
1.0,2983.0,184.0,1.0
1.0,773.0,248.0,1.0
1.0,2033.0,464.0,1.0
1.0,2901.0,7.0,1.0
1.0,3670.0,341.0,1.0
1.0,514.0,2.0,1.0
1.0,103.0,0.0,1.0
1.0,3000.0,21.0,1.0
1.0,1219.0,369.0,1.0
1.0,1381.0,303.0,1.0
1.0,2897.0,57.0,1.0
1.0,4603.0,697.0,1.0
1.0,2981.0,17.0,1.0
1.0,2927.0,43.0,1.0
1.0,3430.0,664.0,1.0
1.0,2880.0,17.0,1.0
1.0,645.0,157.0,1.0
1.0,3186.0,182.0,1.0
1.0,3713.0,424.0,1.0
1.0,361.0,195.0,1.0
1.0,3108.0,343.0,1.0
1.0,3034.0,184.0,1.0
1.0,2876.0,46.0,1.0
1.0,3016.0,92.0,1.0
1.0,2975.0,102.0,1.0
1.0,2932.0,48.0,1.0
1.0,600.0,41.0,1.0
1.0,313.0,204.0,1.0
1.0,855.0,382.0,1.0
1.0,968.0,453.0,1.0
1.0,3465.0,203.0,1.0
1.0,3464.0,221.0,1.0
1.0,3745.0,436.0,1.0
1.0,499.0,0.0,1.0
1.0,3745.0,436.0,1.0
1.0,3256.0,450.0,1.0
1.0,1494.0,442.0,1.0
1.0,3260.0,286.0,1.0
1.0,3457.0,227.0,1.0
1.0,0.0,0.0,1.0
1.0,3554.0,769.0,1.0
1.0,3006.0,175.0,1.0
1.0,3444.0,445.0,1.0
1.0,3709.0,797.0,1.0
1.0,3029.0,261.0,1.0
1.0,2913.0,119.0,1.0
1.0,2990.0,73.0,1.0
1.0,1062.0,149.0,1.0
1.0,536.0,30.0,1.0
1.0,3207.0,279.0,1.0
1.0,2935.0,107.0,1.0
1.0,2866.0,10.0,1.0
1.0,3477.0,506.0,1.0
1.0,3210.0,127.0,1.0
1.0,519.0,23.0,1.0
1.0,665.0,161.0,1.0
1.0,2943.0,82.0,1.0
1.0,112.0,92.0,1.0
1.0,652.0,122.0,1.0
1.0,3392.0,364.0,1.0
1.0,3851.0,328.0,1.0
1.0,567.0,9.0,1.0
1.0,893.0,193.0,1.0
1.0,536.0,95.0,1.0
1.0,2850.0,2.0,1.0
1.0,619.0,52.0,1.0
1.0,4603.0,697.0,1.0
1.0,633.0,92.0,1.0
1.0,383.0,426.0,1.0
1.0,3157.0,536.0,1.0
1.0,2854.0,2.0,1.0
1.0,2850.0,4.0,1.0
1.0,572.0,4.0,1.0
1.0,527.0,4.0,1.0
1.0,4013.0,910.0,1.0
1.0,3274.0,181.0,1.0
1.0,3281.0,222.0,1.0
1.0,2914.0,63.0,1.0
1.0,2906.0,54.0,1.0
1.0,3858.0,407.0,1.0
1.0,3092.0,298.0,1.0
1.0,2871.0,11.0,1.0
1.0,702.0,510.0,1.0
1.0,3159.0,381.0,1.0
1.0,3389.0,134.0,1.0
1.0,3351.0,96.0,1.0
1.0,3202.0,136.0,1.0
1.0,3630.0,369.0,1.0
1.0,3136.0,286.0,1.0
1.0,2901.0,7.0,1.0
1.0,583.0,95.0,1.0
1.0,3029.0,81.0,1.0
1.0,3351.0,96.0,1.0
1.0,7011.0,508.0,1.0
1.0,3926.0,263.0,1.0
1.0,3378.0,272.0,1.0
1.0,2895.0,17.0,1.0
1.0,422.0,287.0,1.0
1.0,3388.0,125.0,1.0
1.0,2869.0,14.0,1.0
1.0,6281.0,805.0,1.0
1.0,1500.0,373.0,1.0
1.0,3037.0,144.0,1.0
1.0,3490.0,145.0,1.0
1.0,3744.0,439.0,1.0
1.0,2896.0,10.0,1.0
1.0,3050.0,215.0,1.0
1.0,3969.0,788.0,1.0
1.0,203.0,309.0,1.0
1.0,543.0,0.0,1.0
1.0,4227.0,701.0,1.0
1.0,603.0,133.0,1.0
1.0,3055.0,105.0,1.0
1.0,2990.0,166.0,1.0
1.0,3114.0,313.0,1.0
1.0,3139.0,305.0,1.0
1.0,581.0,13.0,1.0
1.0,3125.0,256.0,1.0
1.0,586.0,382.0,1.0
1.0,2864.0,8.0,1.0
1.0,35.0,3.0,1.0
1.0,499.0,0.0,1.0
1.0,3389.0,101.0,1.0
1.0,1059.0,560.0,1.0
1.0,3170.0,300.0,1.0
1.0,2848.0,2.0,1.0
1.0,4603.0,697.0,1.0
1.0,3236.0,191.0,1.0
1.0,3352.0,96.0,1.0
1.0,2893.0,53.0,1.0
1.0,2856.0,3.0,1.0
1.0,3730.0,361.0,1.0
1.0,3412.0,201.0,1.0
1.0,576.0,21.0,1.0
1.0,612.0,653.0,1.0
1.0,3133.0,253.0,1.0
1.0,864.0,245.0,1.0
1.0,1071.0,71.0,1.0
1.0,2895.0,12.0,1.0
1.0,1023.0,411.0,1.0
1.0,3204.0,315.0,1.0
1.0,2965.0,82.0,1.0
1.0,2932.0,87.0,1.0
1.0,3241.0,86.0,1.0
1.0,921.0,615.0,1.0
1.0,2984.0,153.0,1.0
1.0,3801.0,431.0,1.0
1.0,2905.0,9.0,1.0
1.0,3174.0,245.0,1.0
1.0,2963.0,40.0,1.0
1.0,2854.0,2.0,1.0
1.0,2849.0,3.0,1.0
1.0,3087.0,300.0,1.0
1.0,2981.0,140.0,1.0
1.0,2847.0,2.0,1.0
1.0,3082.0,192.0,1.0
1.0,3924.0,368.0,1.0
1.0,3377.0,101.0,1.0
1.0,3893.0,387.0,1.0
1.0,2997.0,95.0,1.0
1.0,1075.0,369.0,1.0
1.0,692.0,162.0,1.0
1.0,3300.0,328.0,1.0
1.0,6414.0,432.0,1.0
1.0,3529.0,646.0,1.0
1.0,2861.0,6.0,1.0
1.0,1079.0,661.0,1.0
1.0,660.0,111.0,1.0
1.0,862.0,369.0,1.0
1.0,2867.0,8.0,1.0
1.0,3635.0,378.0,1.0
1.0,274.0,79.0,1.0
1.0,3007.0,127.0,1.0
1.0,2977.0,60.0,1.0
1.0,2958.0,205.0,1.0
1.0,3510.0,896.0,1.0
1.0,3035.0,304.0,1.0
1.0,3132.0,172.0,1.0
1.0,2880.0,21.0,1.0
1.0,687.0,96.0,1.0
1.0,878.0,239.0,1.0
1.0,4603.0,697.0,1.0
1.0,3142.0,388.0,1.0
1.0,2895.0,11.0,1.0
1.0,3134.0,307.0,1.0
1.0,3351.0,96.0,1.0
1.0,3931.0,352.0,1.0
1.0,3214.0,297.0,1.0
1.0,2940.0,78.0,1.0
1.0,759.0,302.0,1.0
1.0,2862.0,18.0,1.0
1.0,2943.0,255.0,1.0
1.0,3178.0,475.0,1.0
1.0,205.0,128.0,1.0
1.0,523.0,24.0,1.0
1.0,3351.0,96.0,1.0
1.0,3650.0,411.0,1.0
1.0,3138.0,186.0,1.0
1.0,22.0,27.0,1.0
1.0,46.0,39.0,1.0
1.0,2848.0,5.0,1.0
1.0,597.0,76.0,1.0
1.0,734.0,198.0,1.0
1.0,1044.0,102.0,1.0
1.0,2950.0,73.0,1.0
1.0,3434.0,184.0,1.0
1.0,3173.0,624.0,1.0
1.0,552.0,1.0,1.0
1.0,3037.0,256.0,1.0
1.0,912.0,408.0,1.0
1.0,3362.0,367.0,1.0
1.0,2881.0,25.0,1.0
1.0,4357.0,475.0,1.0
1.0,558.0,11.0,1.0
1.0,3477.0,223.0,1.0
1.0,2898.0,10.0,1.0
1.0,2880.0,37.0,1.0
1.0,2902.0,21.0,1.0
1.0,2874.0,6.0,1.0
1.0,2889.0,22.0,1.0
1.0,3458.0,645.0,1.0
1.0,2859.0,16.0,1.0
1.0,2906.0,7.0,1.0
1.0,14.0,3670.0,1.0
1.0,2942.0,44.0,1.0
1.0,554.0,42.0,1.0
1.0,3037.0,258.0,1.0
1.0,2887.0,20.0,1.0
1.0,563.0,52.0,1.0
1.0,2885.0,36.0,1.0
1.0,4603.0,697.0,1.0
1.0,3252.0,347.0,1.0
1.0,2928.0,101.0,1.0
1.0,1002.0,94.0,1.0
1.0,3365.0,111.0,1.0
1.0,3739.0,443.0,1.0
1.0,571.0,79.0,1.0
1.0,3113.0,196.0,1.0
1.0,3067.0,68.0,1.0
1.0,559.0,25.0,1.0
1.0,4317.0,729.0,1.0
1.0,3024.0,203.0,1.0
1.0,595.0,137.0,1.0
1.0,557.0,10.0,1.0
1.0,2961.0,57.0,1.0
1.0,3144.0,186.0,1.0
1.0,2.0,0.0,1.0
1.0,3243.0,354.0,1.0
1.0,3377.0,544.0,1.0
1.0,746.0,295.0,1.0
1.0,807.0,306.0,1.0
1.0,660.0,18.0,1.0
1.0,3149.0,244.0,1.0
1.0,2930.0,103.0,1.0
1.0,2993.0,85.0,1.0
1.0,2868.0,35.0,1.0
1.0,3183.0,130.0,1.0
1.0,3446.0,623.0,1.0
1.0,3538.0,644.0,1.0
1.0,3798.0,371.0,1.0
1.0,3981.0,885.0,1.0
1.0,603.0,49.0,1.0
1.0,3190.0,416.0,1.0
1.0,2884.0,28.0,1.0
1.0,3591.0,398.0,1.0
1.0,2854.0,3.0,1.0
1.0,613.0,17.0,1.0
1.0,3149.0,244.0,1.0
1.0,946.0,512.0,1.0
1.0,2975.0,168.0,1.0
1.0,2955.0,108.0,1.0
1.0,947.0,583.0,1.0
1.0,3864.0,1055.0,1.0
1.0,2971.0,129.0,1.0
1.0,2901.0,7.0,1.0
1.0,567.0,33.0,1.0
1.0,531.0,19.0,1.0
1.0,3565.0,130.0,1.0
1.0,3487.0,290.0,1.0
1.0,3243.0,205.0,1.0
1.0,3548.0,795.0,1.0
1.0,52.0,10.0,1.0
1.0,702.0,153.0,1.0
1.0,3351.0,96.0,1.0
1.0,893.0,214.0,1.0
1.0,501.0,0.0,1.0
1.0,540.0,27.0,1.0
1.0,1038.0,876.0,1.0
1.0,3044.0,328.0,1.0
1.0,3267.0,382.0,1.0
1.0,1024.0,122.0,1.0
1.0,2997.0,21.0,1.0
1.0,120.0,45.0,1.0
1.0,3067.0,229.0,1.0
1.0,2957.0,77.0,1.0
1.0,2888.0,20.0,1.0
1.0,3049.0,180.0,1.0
1.0,2958.0,259.0,1.0
1.0,4603.0,697.0,1.0
1.0,3201.0,154.0,1.0
1.0,2981.0,72.0,1.0
1.0,203.0,309.0,1.0
1.0,839.0,140.0,1.0
1.0,2980.0,62.0,1.0
1.0,3247.0,365.0,1.0
1.0,3215.0,307.0,1.0
1.0,777.0,125.0,1.0
1.0,1010.0,497.0,1.0
1.0,2941.0,172.0,1.0
1.0,561.0,45.0,1.0
1.0,865.0,521.0,1.0
1.0,2877.0,35.0,1.0
1.0,3352.0,96.0,1.0
1.0,783.0,344.0,1.0
1.0,3228.0,232.0,1.0
1.0,1050.0,96.0,1.0
1.0,3736.0,897.0,1.0
1.0,1049.0,646.0,1.0
1.0,3118.0,207.0,1.0
1.0,5696.0,12.0,1.0
1.0,2940.0,78.0,1.0
1.0,3620.0,303.0,1.0
1.0,3358.0,98.0,1.0
1.0,3594.0,229.0,1.0
1.0,3745.0,436.0,1.0
1.0,2894.0,43.0,1.0
1.0,3110.0,295.0,1.0
1.0,3763.0,450.0,1.0
1.0,3519.0,162.0,1.0
1.0,2942.0,134.0,1.0
1.0,3135.0,304.0,1.0
1.0,717.0,243.0,1.0
1.0,229.0,233.0,1.0
1.0,696.0,168.0,1.0
1.0,2920.0,73.0,1.0
1.0,3147.0,276.0,1.0
1.0,3933.0,671.0,1.0
1.0,3269.0,457.0,1.0
1.0,2995.0,129.0,1.0
1.0,569.0,104.0,1.0
1.0,2878.0,7.0,1.0
1.0,3003.0,163.0,1.0
1.0,3989.0,494.0,1.0
1.0,941.0,144.0,1.0
1.0,2951.0,53.0,1.0
1.0,3352.0,94.0,1.0
1.0,3444.0,445.0,1.0
1.0,3100.0,302.0,1.0
1.0,2870.0,9.0,1.0
1.0,2888.0,46.0,1.0
1.0,3113.0,453.0,1.0
1.0,3598.0,74.0,1.0
1.0,506.0,14.0,1.0
1.0,1054.0,100.0,1.0
1.0,593.0,101.0,1.0
1.0,1125.0,444.0,1.0
1.0,3274.0,139.0,1.0
1.0,2872.0,37.0,1.0
1.0,2867.0,28.0,1.0
1.0,4603.0,697.0,1.0
1.0,3344.0,241.0,1.0
1.0,3499.0,211.0,1.0
1.0,3464.0,492.0,1.0
1.0,3151.0,447.0,1.0
1.0,176.0,86.0,1.0
1.0,3251.0,202.0,1.0
1.0,3020.0,47.0,1.0
1.0,2852.0,2.0,1.0
1.0,612.0,29.0,1.0
1.0,3122.0,278.0,1.0
1.0,2957.0,77.0,1.0
1.0,2943.0,54.0,1.0
1.0,2850.0,3.0,1.0
1.0,3369.0,620.0,1.0
1.0,3378.0,106.0,1.0
1.0,662.0,22.0,1.0
1.0,3230.0,152.0,1.0
1.0,1406.0,278.0,1.0
1.0,3270.0,264.0,1.0
1.0,3150.0,140.0,1.0
1.0,3309.0,445.0,1.0
1.0,566.0,17.0,1.0
1.0,3204.0,145.0,1.0
1.0,2915.0,38.0,1.0
1.0,759.0,170.0,1.0
1.0,601.0,88.0,1.0
1.0,556.0,4.0,1.0
1.0,521.0,24.0,1.0
1.0,2983.0,107.0,1.0
1.0,3308.0,569.0,1.0
1.0,3002.0,93.0,1.0
1.0,2848.0,2.0,1.0
1.0,679.0,70.0,1.0
1.0,3389.0,430.0,1.0
1.0,4227.0,701.0,1.0
1.0,2849.0,2.0,1.0
1.0,3761.0,667.0,1.0
1.0,3899.0,853.0,1.0
1.0,3924.0,368.0,1.0
1.0,548.0,16.0,1.0
1.0,3887.0,247.0,1.0
1.0,2853.0,3.0,1.0
1.0,3393.0,585.0,1.0
1.0,3702.0,249.0,1.0
1.0,3325.0,283.0,1.0
1.0,3496.0,261.0,1.0
1.0,3745.0,436.0,1.0
1.0,0.0,0.0,1.0
1.0,3355.0,103.0,1.0
1.0,3276.0,399.0,1.0
1.0,558.0,20.0,1.0
1.0,3022.0,98.0,1.0
1.0,3299.0,399.0,1.0
1.0,3351.0,96.0,1.0
1.0,662.0,109.0,1.0
1.0,2849.0,11.0,1.0
1.0,2932.0,120.0,1.0
1.0,3361.0,377.0,1.0
1.0,3116.0,193.0,1.0
1.0,37.0,34.0,1.0
1.0,4603.0,697.0,1.0
1.0,2865.0,3.0,1.0
1.0,3355.0,96.0,1.0
1.0,743.0,263.0,1.0
1.0,5808.0,50.0,1.0
1.0,3352.0,96.0,1.0
1.0,3031.0,178.0,1.0
1.0,3067.0,110.0,1.0
1.0,1.0,0.0,1.0
1.0,3252.0,420.0,1.0
1.0,2944.0,78.0,1.0
1.0,544.0,0.0,1.0
1.0,2909.0,60.0,1.0
1.0,565.0,48.0,1.0
1.0,2995.0,120.0,1.0
1.0,120.0,11.0,1.0
1.0,2887.0,20.0,1.0
1.0,702.0,148.0,1.0
1.0,2995.0,149.0,1.0
1.0,3157.0,407.0,1.0
1.0,3378.0,394.0,1.0
1.0,3201.0,168.0,1.0
1.0,3561.0,251.0,1.0
1.0,3163.0,393.0,1.0
1.0,2868.0,3.0,1.0
1.0,3412.0,115.0,1.0
1.0,2949.0,79.0,1.0
1.0,1169.0,116.0,1.0
1.0,3178.0,178.0,1.0
1.0,2921.0,149.0,1.0
1.0,2905.0,44.0,1.0
1.0,2906.0,8.0,1.0
1.0,2981.0,191.0,1.0
1.0,2865.0,4.0,1.0
1.0,3086.0,156.0,1.0
1.0,319.0,324.0,1.0
1.0,4044.0,614.0,1.0
1.0,563.0,26.0,1.0
1.0,2887.0,20.0,1.0
1.0,2901.0,26.0,1.0
1.0,3730.0,361.0,1.0
1.0,965.0,468.0,1.0
1.0,3377.0,101.0,1.0
1.0,3005.0,291.0,1.0
1.0,3092.0,249.0,1.0
1.0,3942.0,447.0,1.0
1.0,3034.0,116.0,1.0
1.0,3245.0,414.0,1.0
1.0,2983.0,147.0,1.0
1.0,2851.0,5.0,1.0
1.0,2942.0,112.0,1.0
1.0,2886.0,43.0,1.0
1.0,4603.0,697.0,1.0
1.0,5709.0,27.0,1.0
1.0,5709.0,25.0,1.0
1.0,3058.0,183.0,1.0
1.0,5825.0,149.0,1.0
1.0,148.0,20.0,1.0
1.0,3034.0,129.0,1.0
1.0,3460.0,221.0,1.0
1.0,533.0,24.0,1.0
1.0,3726.0,451.0,1.0
1.0,3184.0,225.0,1.0
1.0,919.0,423.0,1.0
1.0,2893.0,32.0,1.0
1.0,3110.0,136.0,1.0
1.0,770.0,112.0,1.0
1.0,3233.0,207.0,1.0
1.0,600.0,113.0,1.0
1.0,3057.0,229.0,1.0
1.0,1942.0,728.0,1.0
1.0,3518.0,1009.0,1.0
1.0,2987.0,80.0,1.0
1.0,1518.0,257.0,1.0
1.0,2929.0,90.0,1.0
1.0,3360.0,315.0,1.0
1.0,797.0,162.0,1.0
1.0,3528.0,322.0,1.0
1.0,636.0,55.0,1.0
1.0,3087.0,235.0,1.0
1.0,3048.0,195.0,1.0
1.0,3181.0,330.0,1.0
1.0,774.0,339.0,1.0
1.0,623.0,82.0,1.0
1.0,2960.0,108.0,1.0
1.0,611.0,41.0,1.0
1.0,909.0,197.0,1.0
1.0,2848.0,2.0,1.0
1.0,3106.0,187.0,1.0
1.0,0.0,0.0,1.0
1.0,2947.0,77.0,1.0
1.0,3706.0,433.0,1.0
1.0,3500.0,273.0,1.0
1.0,3085.0,51.0,1.0
1.0,802.0,58.0,1.0
1.0,3462.0,613.0,1.0
1.0,882.0,297.0,1.0
1.0,3745.0,436.0,1.0
1.0,3220.0,221.0,1.0
1.0,3073.0,212.0,1.0
1.0,2972.0,40.0,1.0
1.0,3245.0,437.0,1.0
1.0,2901.0,7.0,1.0
1.0,3490.0,188.0,1.0
1.0,104.0,0.0,1.0
1.0,4603.0,697.0,1.0
1.0,4046.0,952.0,1.0
1.0,772.0,172.0,1.0
1.0,2966.0,90.0,1.0
1.0,2947.0,202.0,1.0
1.0,802.0,106.0,1.0
1.0,3501.0,219.0,1.0
1.0,3401.0,136.0,1.0
1.0,2848.0,2.0,1.0
1.0,3073.0,249.0,1.0
1.0,2941.0,20.0,1.0
1.0,2865.0,3.0,1.0
1.0,2990.0,268.0,1.0
1.0,3376.0,432.0,1.0
1.0,543.0,24.0,1.0
1.0,3083.0,51.0,1.0
1.0,566.0,60.0,1.0
1.0,561.0,41.0,1.0
1.0,3550.0,295.0,1.0
1.0,3658.0,633.0,1.0
1.0,1100.0,501.0,1.0
1.0,2967.0,60.0,1.0
1.0,560.0,4.0,1.0
1.0,2997.0,19.0,1.0
1.0,751.0,240.0,1.0
1.0,3057.0,241.0,1.0
1.0,3605.0,716.0,1.0
1.0,3182.0,404.0,1.0
1.0,3089.0,163.0,1.0
1.0,510.0,9.0,1.0
1.0,2901.0,7.0,1.0
1.0,3353.0,100.0,1.0
1.0,4011.0,782.0,1.0
1.0,3089.0,173.0,1.0
1.0,742.0,39.0,1.0
1.0,513.0,17.0,1.0
1.0,2885.0,256.0,1.0
1.0,3371.0,465.0,1.0
1.0,500.0,0.0,1.0
1.0,2931.0,63.0,1.0
1.0,3192.0,306.0,1.0
1.0,3159.0,388.0,1.0
1.0,3075.0,49.0,1.0
1.0,2938.0,93.0,1.0
1.0,2880.0,32.0,1.0
1.0,968.0,408.0,1.0
1.0,2901.0,7.0,1.0
